Experiment Accession	Experiment Aliases	File Accession	File Aliases	Submitted File Name	Date Created	Run Type	Read Length	Paired End	Bio Rep Num	Tech Rep Num	Replicate Aliases	Library Accession	Library Aliases
ENCSR975NOU	['bradley-bernstein:Project Element 2271']	ENCFF587PXG	['bradley-bernstein:Rep_DNA_Lib 7429_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/29/bradley-bernstein_Rep_DNA_Lib_7429.fastq.gz	2016-03-22T00:35:42.134372+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7429']	ENCLB145KVC	['bradley-bernstein:DNA_Lib 7429']
ENCSR975NOU	['bradley-bernstein:Project Element 2271']	ENCFF987VPN	['bradley-bernstein:Rep_DNA_Lib 7436_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/36/bradley-bernstein_Rep_DNA_Lib_7436.fastq.gz	2016-03-22T01:36:37.226347+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7436']	ENCLB435ERT	['bradley-bernstein:DNA_Lib 7436']
ENCSR975NOU	['bradley-bernstein:Project Element 2271']	ENCFF659LCS	['bradley-bernstein:Rep_DNA_Lib 7770_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/70/bradley-bernstein_Rep_DNA_Lib_7770.fastq.gz	2016-03-22T02:39:29.173836+00:00	single-ended	76		1	3	['bradley-bernstein:Rep_DNA_Lib 7770']	ENCLB670LYT	['bradley-bernstein:DNA_Lib 7770']
ENCSR748LUA	['bradley-bernstein:Project Element 2107']	ENCFF753JBR	['bradley-bernstein:Rep_DNA_Lib 7561_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/075/61/bradley-bernstein_Rep_DNA_Lib_7561.fastq.gz	2016-03-22T01:38:02.150488+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7561']	ENCLB840NND	['bradley-bernstein:DNA_Lib 7561']
ENCSR748LUA	['bradley-bernstein:Project Element 2107']	ENCFF474ATF	['bradley-bernstein:Rep_DNA_Lib 7560_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/075/60/bradley-bernstein_Rep_DNA_Lib_7560.fastq.gz	2016-03-22T04:26:33.251602+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7560']	ENCLB157TXA	['bradley-bernstein:DNA_Lib 7560']
ENCSR225VCV	['bradley-bernstein:Project Element 2109']	ENCFF631XQZ	['bradley-bernstein:Rep_DNA_Lib 7688_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/076/88/bradley-bernstein_Rep_DNA_Lib_7688.fastq.gz	2016-03-22T01:18:04.086258+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7688']	ENCLB734PTL	['bradley-bernstein:DNA_Lib 7688']
ENCSR225VCV	['bradley-bernstein:Project Element 2109']	ENCFF430DXL	['bradley-bernstein:Rep_DNA_Lib 7702_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/02/bradley-bernstein_Rep_DNA_Lib_7702.fastq.gz	2016-03-22T02:06:56.157254+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7702']	ENCLB661MLR	['bradley-bernstein:DNA_Lib 7702']
ENCSR777VQP	['bradley-bernstein:Project Element 2116']	ENCFF297YQY	['bradley-bernstein:Rep_DNA_Lib 7589_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/075/89/bradley-bernstein_Rep_DNA_Lib_7589.fastq.gz	2016-03-22T02:03:52.291422+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7589']	ENCLB429CWK	['bradley-bernstein:DNA_Lib 7589']
ENCSR901BRV	['bradley-bernstein:Project Element 2102']	ENCFF891DNN	['bradley-bernstein:Rep_DNA_Lib 7559_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/075/59/bradley-bernstein_Rep_DNA_Lib_7559.fastq.gz	2016-03-22T01:45:46.943122+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7559']	ENCLB011KWB	['bradley-bernstein:DNA_Lib 7559']
ENCSR164POT	['bradley-bernstein:Project Element 2285']	ENCFF174BWY	['bradley-bernstein:Rep_DNA_Lib 7441_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/41/bradley-bernstein_Rep_DNA_Lib_7441.fastq.gz	2016-03-22T02:15:30.952921+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7441']	ENCLB058OFH	['bradley-bernstein:DNA_Lib 7441']
ENCSR203KCB	['bradley-bernstein:Project Element 2275']	ENCFF214DHU	['bradley-bernstein:Rep_DNA_Lib 7773_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/73/bradley-bernstein_Rep_DNA_Lib_7773.fastq.gz	2016-03-22T01:23:57.228470+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7773']	ENCLB953TBZ	['bradley-bernstein:DNA_Lib 7773']
ENCSR203KCB	['bradley-bernstein:Project Element 2275']	ENCFF209OKJ	['bradley-bernstein:Rep_DNA_Lib 7771_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/71/bradley-bernstein_Rep_DNA_Lib_7771.fastq.gz	2016-03-22T01:40:56.945391+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7771']	ENCLB643AYL	['bradley-bernstein:DNA_Lib 7771']
ENCSR203KCB	['bradley-bernstein:Project Element 2275']	ENCFF330KKH	['bradley-bernstein:Rep_DNA_Lib 7438_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/38/bradley-bernstein_Rep_DNA_Lib_7438.fastq.gz	2016-03-22T01:44:29.310777+00:00	single-ended	76		1	3	['bradley-bernstein:Rep_DNA_Lib 7438']	ENCLB289VGQ	['bradley-bernstein:DNA_Lib 7438']
ENCSR203KCB	['bradley-bernstein:Project Element 2275']	ENCFF343NQH	['bradley-bernstein:Rep_DNA_Lib 7431_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/31/bradley-bernstein_Rep_DNA_Lib_7431.fastq.gz	2016-03-22T02:36:22.478323+00:00	single-ended	76		1	4	['bradley-bernstein:Rep_DNA_Lib 7431']	ENCLB858CWL	['bradley-bernstein:DNA_Lib 7431']
ENCSR406PCK	['bradley-bernstein:Project Element 2357']	ENCFF893JPA	['bradley-bernstein:Rep_DNA_Lib 7616_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/076/16/bradley-bernstein_Rep_DNA_Lib_7616.fastq.gz	2016-03-22T01:19:33.249450+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7616']	ENCLB852PMQ	['bradley-bernstein:DNA_Lib 7616']
ENCSR406PCK	['bradley-bernstein:Project Element 2357']	ENCFF756CPJ	['bradley-bernstein:Rep_DNA_Lib 7796_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/96/bradley-bernstein_Rep_DNA_Lib_7796.fastq.gz	2016-03-22T02:01:20.765859+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7796']	ENCLB210SLF	['bradley-bernstein:DNA_Lib 7796']
ENCSR582PKH	['bradley-bernstein:Project Element 2276']	ENCFF217VZC	['bradley-bernstein:Rep_DNA_Lib 7698_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/076/98/bradley-bernstein_Rep_DNA_Lib_7698.fastq.gz	2016-03-22T01:31:39.639520+00:00	single-ended	72		1	1	['bradley-bernstein:Rep_DNA_Lib 7698']	ENCLB372PGO	['bradley-bernstein:DNA_Lib 7698']
ENCSR639NMN	['bradley-bernstein:Project Element 2272']	ENCFF209FFG	['bradley-bernstein:Rep_DNA_Lib 7435_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/35/bradley-bernstein_Rep_DNA_Lib_7435.fastq.gz	2016-03-22T04:31:22.847147+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7435']	ENCLB306HEK	['bradley-bernstein:DNA_Lib 7435']
ENCSR639NMN	['bradley-bernstein:Project Element 2272']	ENCFF282ACX	['bradley-bernstein:Rep_DNA_Lib 7772_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/72/bradley-bernstein_Rep_DNA_Lib_7772.fastq.gz	2016-03-22T04:19:00.194205+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7772']	ENCLB301QVT	['bradley-bernstein:DNA_Lib 7772']
ENCSR908DTR	['bradley-bernstein:Project Element 2278']	ENCFF203JBW	['bradley-bernstein:Rep_DNA_Lib 7439_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/074/39/bradley-bernstein_Rep_DNA_Lib_7439.fastq.gz	2016-03-22T00:45:52.983946+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7439']	ENCLB409QRH	['bradley-bernstein:DNA_Lib 7439']
ENCSR906YES	['bradley-bernstein:Project Element 2103']	ENCFF279DOM	['bradley-bernstein:Rep_DNA_Lib 7615_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/076/15/bradley-bernstein_Rep_DNA_Lib_7615.fastq.gz	2016-03-22T00:56:06.617468+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7615']	ENCLB831YCC	['bradley-bernstein:DNA_Lib 7615']
ENCSR906YES	['bradley-bernstein:Project Element 2103']	ENCFF848HOK	['bradley-bernstein:Rep_DNA_Lib 7795_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/95/bradley-bernstein_Rep_DNA_Lib_7795.fastq.gz	2016-03-22T11:07:59.846561+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7795']	ENCLB138IVW	['bradley-bernstein:DNA_Lib 7795']
ENCSR549NPZ	['bradley-bernstein:Project Element 1328']	ENCFF525YYN	['bradley-bernstein:Rep_DNA_Lib 6780_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/067/80/bradley-bernstein_Rep_DNA_Lib_6780_76_se.fastq.gz	2016-04-12T04:01:44.626698+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 6780']	ENCLB227AZX	['bradley-bernstein:DNA_Lib 6780']
ENCSR791INM	['bradley-bernstein:Project Element 477']	ENCFF934PJE	['bradley-bernstein:Rep_DNA_Lib 5595_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/055/95/bradley-bernstein_Rep_DNA_Lib_5595.1.fastq.gz	2015-05-22T17:53:13.843636+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5595']	ENCLB330VVP	['bradley-bernstein:DNA_Lib 5595']
ENCSR791INM	['bradley-bernstein:Project Element 477']	ENCFF239BFY	['bradley-bernstein:Rep_DNA_Lib 5595_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/055/95/bradley-bernstein_Rep_DNA_Lib_5595.2.fastq.gz	2015-05-22T17:54:26.195544+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5595']	ENCLB330VVP	['bradley-bernstein:DNA_Lib 5595']
ENCSR791INM	['bradley-bernstein:Project Element 477']	ENCFF256JRU	['bradley-bernstein:Rep_DNA_Lib 6814_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/068/14/bradley-bernstein_Rep_DNA_Lib_6814.1.fastq.gz	2015-12-11T15:58:29.318471+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6814']	ENCLB195XWK	['bradley-bernstein:DNA_Lib 6814']
ENCSR791INM	['bradley-bernstein:Project Element 477']	ENCFF396KYG	['bradley-bernstein:Rep_DNA_Lib 6814_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/068/14/bradley-bernstein_Rep_DNA_Lib_6814.2.fastq.gz	2016-01-20T16:16:41.201418+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6814']	ENCLB195XWK	['bradley-bernstein:DNA_Lib 6814']
ENCSR791INM	['bradley-bernstein:Project Element 477']	ENCFF215QAT	['bradley-bernstein:Rep_DNA_Lib 5595_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/055/95/bradley-bernstein_Rep_DNA_Lib_5595_76_se.fastq.gz	2016-04-12T03:34:57.791288+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 5595']	ENCLB330VVP	['bradley-bernstein:DNA_Lib 5595']
ENCSR791INM	['bradley-bernstein:Project Element 477']	ENCFF945FUN	['bradley-bernstein:Rep_DNA_Lib 5595_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/055/95/bradley-bernstein_Rep_DNA_Lib_5595_25_pe_2.fastq.gz	2016-04-12T03:33:28.576902+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5595']	ENCLB330VVP	['bradley-bernstein:DNA_Lib 5595']
ENCSR791INM	['bradley-bernstein:Project Element 477']	ENCFF096KRC	['bradley-bernstein:Rep_DNA_Lib 5595_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/055/95/bradley-bernstein_Rep_DNA_Lib_5595_25_pe_1.fastq.gz	2016-04-12T03:31:34.091614+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5595']	ENCLB330VVP	['bradley-bernstein:DNA_Lib 5595']
ENCSR281OAC	['bradley-bernstein:Project Element 2045']	ENCFF074BSW	['bradley-bernstein:Rep_DNA_Lib 7062_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/070/62/bradley-bernstein_Rep_DNA_Lib_7062_76_se.fastq.gz	2016-04-12T05:10:33.468250+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7062']	ENCLB333ROP	['bradley-bernstein:DNA_Lib 7062']
ENCSR828HXJ	['bradley-bernstein:Project Element 2370']	ENCFF953PQD	['bradley-bernstein:Rep_DNA_Lib 7590_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/075/90/bradley-bernstein_Rep_DNA_Lib_7590.fastq.gz	2016-03-22T02:10:10.702799+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7590']	ENCLB882YGF	['bradley-bernstein:DNA_Lib 7590']
ENCSR597BWL	['bradley-bernstein:Project Element 2106']	ENCFF176GZS	['bradley-bernstein:Rep_DNA_Lib 7791_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/077/91/bradley-bernstein_Rep_DNA_Lib_7791.fastq.gz	2016-03-22T00:51:40.360741+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7791']	ENCLB241YFI	['bradley-bernstein:DNA_Lib 7791']
ENCSR597BWL	['bradley-bernstein:Project Element 2106']	ENCFF570KZO	['bradley-bernstein:Rep_DNA_Lib 7564_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/075/64/bradley-bernstein_Rep_DNA_Lib_7564.fastq.gz	2016-03-22T01:59:50.871246+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7564']	ENCLB246KYO	['bradley-bernstein:DNA_Lib 7564']
ENCSR847UJW	['bradley-bernstein:Project Element 1497']	ENCFF952VYU	['bradley-bernstein:Rep_DNA_Lib 6970_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/069/70/bradley-bernstein_Rep_DNA_Lib_6970.fastq.gz	2015-05-23T15:48:14.509536+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 6970']	ENCLB482WWW	['bradley-bernstein:DNA_Lib 6970']
ENCSR847UJW	['bradley-bernstein:Project Element 1497']	ENCFF414DOE	['bradley-bernstein:Rep_DNA_Lib 6118_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/061/18/bradley-bernstein_Rep_DNA_Lib_6118.1.fastq.gz	2015-12-11T15:03:48.373575+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6118']	ENCLB758NJS	['bradley-bernstein:DNA_Lib 6118']
ENCSR847UJW	['bradley-bernstein:Project Element 1497']	ENCFF151UGX	['bradley-bernstein:Rep_DNA_Lib 6118_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/061/18/bradley-bernstein_Rep_DNA_Lib_6118.2.fastq.gz	2016-01-20T16:35:45.624327+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6118']	ENCLB758NJS	['bradley-bernstein:DNA_Lib 6118']
ENCSR695HYL	['bradley-bernstein:Project Element 2014']	ENCFF200AKD	['bradley-bernstein:Rep_DNA_Lib 7760_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/077/60/bradley-bernstein_Rep_DNA_Lib_7760_76_se.fastq.gz	2016-04-12T00:18:46.621594+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 7760']	ENCLB786QBI	['bradley-bernstein:DNA_Lib 7760']
ENCSR695HYL	['bradley-bernstein:Project Element 2014']	ENCFF213XRW	['bradley-bernstein:Rep_DNA_Lib 7738_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/077/38/bradley-bernstein_Rep_DNA_Lib_7738_76_se.fastq.gz	2016-04-12T00:36:10.709588+00:00	single-ended	76		1	2	['bradley-bernstein:Rep_DNA_Lib 7738']	ENCLB009QUF	['bradley-bernstein:DNA_Lib 7738']
ENCSR604III	['bradley-bernstein:Project Element 344']	ENCFF002AUJ	['bradley-bernstein:Rep_DNA_Lib 4475_SE']	Libraries/044/75/bradley-bernstein_Rep_DNA_Lib_4475.fastq.gz	2014-03-19	single-ended	37		1	1	['bradley-bernstein:Rep_DNA_Lib 4475']	ENCLB843KES	['bradley-bernstein:DNA_Lib 4475']
ENCSR604III	['bradley-bernstein:Project Element 344']	ENCFF002BAF	['bradley-bernstein:Rep_DNA_Lib 3204_SE']	Libraries/032/04/bradley-bernstein_Rep_DNA_Lib_3204.fastq.gz	2014-03-20	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 3204']	ENCLB981FZC	['bradley-bernstein:DNA_Lib 3204']
ENCSR741GJT	['bradley-bernstein:Project Element 655']	ENCFF688QSZ	['bradley-bernstein:Rep_DNA_Lib 3924_36_se']	/seq/epiprod/ENCODE/Submissions/Libraries/039/24/bradley-bernstein_Rep_DNA_Lib_3924_36_se.fastq.gz	2016-04-11T23:29:44.400114+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 3924']	ENCLB465BUD	['bradley-bernstein:DNA_Lib 3924']
ENCSR542YRH	['bradley-bernstein:Project Element 949']	ENCFF856ORI	['bradley-bernstein:Rep_DNA_Lib 5078_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/050/78/bradley-bernstein_Rep_DNA_Lib_5078.fastq.gz	2014-10-25T05:33:25.259802+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5078']	ENCLB252IMH	['bradley-bernstein:DNA_Lib 5078']
ENCSR542YRH	['bradley-bernstein:Project Element 949']	ENCFF794FAH	['bradley-bernstein:Rep_DNA_Lib 5553_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/055/53/bradley-bernstein_Rep_DNA_Lib_5553.fastq.gz	2014-10-27T15:21:51.729045+00:00	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 5553']	ENCLB485LRQ	['bradley-bernstein:DNA_Lib 5553']
ENCSR347DAG	['bradley-bernstein:Project Element 215']	ENCFF701KZQ	['bradley-bernstein:Rep_DNA_Lib 4369_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/043/69/bradley-bernstein_Rep_DNA_Lib_4369.fastq.gz	2014-10-25T05:27:08.508592+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 4369']	ENCLB285RFC	['bradley-bernstein:DNA_Lib 4369']
ENCSR347DAG	['bradley-bernstein:Project Element 215']	ENCFF399RVX	['bradley-bernstein:Rep_DNA_Lib 3019_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/030/19/bradley-bernstein_Rep_DNA_Lib_3019.fastq.gz	2014-12-08T16:06:36.444013+00:00	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 3019']	ENCLB247DHE	['bradley-bernstein:DNA_Lib 3019']
ENCSR155XXB	['bradley-bernstein:Project Element 172']	ENCFF264DKJ	['bradley-bernstein:Rep_DNA_Lib 4872_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/048/72/bradley-bernstein_Rep_DNA_Lib_4872.fastq.gz	2014-12-08T16:06:51.472534+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 4872']	ENCLB858SVQ	['bradley-bernstein:DNA_Lib 4872']
ENCSR155XXB	['bradley-bernstein:Project Element 172']	ENCFF580EKZ	['bradley-bernstein:Rep_DNA_Lib 6534_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/065/34/bradley-bernstein_Rep_DNA_Lib_6534.1.fastq.gz	2015-12-11T15:07:29.553436+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6534']	ENCLB048BKX	['bradley-bernstein:DNA_Lib 6534']
ENCSR155XXB	['bradley-bernstein:Project Element 172']	ENCFF278LVS	['bradley-bernstein:Rep_DNA_Lib 6534_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/065/34/bradley-bernstein_Rep_DNA_Lib_6534.2.fastq.gz	2016-01-20T16:50:17.623605+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6534']	ENCLB048BKX	['bradley-bernstein:DNA_Lib 6534']
ENCSR494CCN	['bradley-bernstein:Project Element 430']	ENCFF517MPZ	['bradley-bernstein:Rep_DNA_Lib 3757_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/037/57/bradley-bernstein_Rep_DNA_Lib_3757.fastq.gz	2014-10-27T04:51:57.871089+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 3757']	ENCLB197PCN	['bradley-bernstein:DNA_Lib 3757']
ENCSR494CCN	['bradley-bernstein:Project Element 430']	ENCFF865KPW	['bradley-bernstein:Rep_DNA_Lib 6197_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/061/97/bradley-bernstein_Rep_DNA_Lib_6197.1.fastq.gz	2015-12-11T17:24:42.851162+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6197']	ENCLB806DGY	['bradley-bernstein:DNA_Lib 6197']
ENCSR494CCN	['bradley-bernstein:Project Element 430']	ENCFF947YPU	['bradley-bernstein:Rep_DNA_Lib 6197_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/061/97/bradley-bernstein_Rep_DNA_Lib_6197.2.fastq.gz	2016-01-20T17:14:51.880365+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6197']	ENCLB806DGY	['bradley-bernstein:DNA_Lib 6197']
ENCSR154HDX	['bradley-bernstein:Project Element 1433']	ENCFF106OGE	['bradley-bernstein:Rep_DNA_Lib 6365_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/063/65/bradley-bernstein_Rep_DNA_Lib_6365.1.fastq.gz	2015-12-10T18:52:59.717069+00:00	paired-ended	76	1	1	1	['bradley-bernstein:Rep_DNA_Lib 6365']	ENCLB916GVQ	['bradley-bernstein:DNA_Lib 6365']
ENCSR154HDX	['bradley-bernstein:Project Element 1433']	ENCFF124JCH	['bradley-bernstein:Rep_DNA_Lib 6503_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/065/03/bradley-bernstein_Rep_DNA_Lib_6503.1.fastq.gz	2015-12-10T18:30:39.888044+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6503']	ENCLB098CZE	['bradley-bernstein:DNA_Lib 6503']
ENCSR154HDX	['bradley-bernstein:Project Element 1433']	ENCFF796UTK	['bradley-bernstein:Rep_DNA_Lib 6365_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/063/65/bradley-bernstein_Rep_DNA_Lib_6365.2.fastq.gz	2015-12-11T15:22:49.145812+00:00	paired-ended	76	2	1	1	['bradley-bernstein:Rep_DNA_Lib 6365']	ENCLB916GVQ	['bradley-bernstein:DNA_Lib 6365']
ENCSR154HDX	['bradley-bernstein:Project Element 1433']	ENCFF584HTW	['bradley-bernstein:Rep_DNA_Lib 6503_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/065/03/bradley-bernstein_Rep_DNA_Lib_6503.2.fastq.gz	2016-01-20T16:18:13.406048+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6503']	ENCLB098CZE	['bradley-bernstein:DNA_Lib 6503']
ENCSR473TDG	['bradley-bernstein:Project Element 359']	ENCFF002AYW	['bradley-bernstein:Rep_DNA_Lib 4786_SE']	Libraries/047/86/bradley-bernstein_Rep_DNA_Lib_4786.fastq.gz	2014-03-20	single-ended	37		1	1	['bradley-bernstein:Rep_DNA_Lib 4786']	ENCLB970BPP	['bradley-bernstein:DNA_Lib 4786']
ENCSR473TDG	['bradley-bernstein:Project Element 359']	ENCFF002AYX	['bradley-bernstein:Rep_DNA_Lib 4787_SE']	Libraries/047/87/bradley-bernstein_Rep_DNA_Lib_4787.fastq.gz	2014-03-20	single-ended	37		2	1	['bradley-bernstein:Rep_DNA_Lib 4787']	ENCLB823MUF	['bradley-bernstein:DNA_Lib 4787']
ENCSR646CKG	['bradley-bernstein:Project Element 348']	ENCFF002ACZ	['bradley-bernstein:Rep_DNA_Lib 3906_SE']	Libraries/039/06/bradley-bernstein_Rep_DNA_Lib_3906.fastq.gz	2014-03-13	single-ended	50		2	1	['bradley-bernstein:Rep_DNA_Lib 3906']	ENCLB602VAT	['bradley-bernstein:DNA_Lib 3906']
ENCSR646CKG	['bradley-bernstein:Project Element 348']	ENCFF002AYZ	['bradley-bernstein:Rep_DNA_Lib 4789_SE']	Libraries/047/89/bradley-bernstein_Rep_DNA_Lib_4789.fastq.gz	2014-03-20	single-ended	37		1	1	['bradley-bernstein:Rep_DNA_Lib 4789']	ENCLB885AWO	['bradley-bernstein:DNA_Lib 4789']
ENCSR317NQG	['bradley-bernstein:Project Element 345']	ENCFF002AUI	['bradley-bernstein:Rep_DNA_Lib 4474_SE']	Libraries/044/74/bradley-bernstein_Rep_DNA_Lib_4474.fastq.gz	2014-03-19	single-ended	37		1	1	['bradley-bernstein:Rep_DNA_Lib 4474']	ENCLB264SHS	['bradley-bernstein:DNA_Lib 4474']
ENCSR317NQG	['bradley-bernstein:Project Element 345']	ENCFF002BAE	['bradley-bernstein:Rep_DNA_Lib 3203_SE']	Libraries/032/03/bradley-bernstein_Rep_DNA_Lib_3203.fastq.gz	2014-03-20	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 3203']	ENCLB242EAC	['bradley-bernstein:DNA_Lib 3203']
ENCSR886KKK	['bradley-bernstein:Project Element 1471']	ENCFF956SSU	['bradley-bernstein:Rep_DNA_Lib 6728_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/067/28/bradley-bernstein_Rep_DNA_Lib_6728.1.fastq.gz	2015-12-10T18:11:45.204491+00:00	paired-ended	76	1	1	1	['bradley-bernstein:Rep_DNA_Lib 6728']	ENCLB430DDM	['bradley-bernstein:DNA_Lib 6728']
ENCSR886KKK	['bradley-bernstein:Project Element 1471']	ENCFF919EOD	['bradley-bernstein:Rep_DNA_Lib 6728_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/067/28/bradley-bernstein_Rep_DNA_Lib_6728.2.fastq.gz	2015-12-11T14:58:45.618304+00:00	paired-ended	76	2	1	1	['bradley-bernstein:Rep_DNA_Lib 6728']	ENCLB430DDM	['bradley-bernstein:DNA_Lib 6728']
