File Accession	Annotation	Cell Line	Target	Experiment Accession	Experiment Aliases	Biosample Accession	Biosample Aliases	Library Accession	Library Aliases	Lab	Submitted Name
ENCFF469IRJ	V19	K562	/targets/HNRNPF-human/	ENCSR392HSJ	['brenton-graveley:HNRNPF_BGKLV21']	ENCBS704YXA	['brenton-graveley:HNRNPF_BGKLV21_21_17569']	ENCLB530ZME	['brenton-graveley:L-HNRNPF_BGKLV21_21_17569']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR392HSJ/rep1_1/ENCSR392HSJ_rep1_1_star_genome.bam
ENCFF071WOE	V19	K562	/targets/HNRNPF-human/	ENCSR392HSJ	['brenton-graveley:HNRNPF_BGKLV21']	ENCBS704YXA	['brenton-graveley:HNRNPF_BGKLV21_21_17569']	ENCLB530ZME	['brenton-graveley:L-HNRNPF_BGKLV21_21_17569']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR392HSJ/rep1_1/ENCSR392HSJ_rep1_1_star_anno.bam
ENCFF588DQR	V19	K562	/targets/HNRNPF-human/	ENCSR392HSJ	['brenton-graveley:HNRNPF_BGKLV21']	ENCBS477JCG	['brenton-graveley:HNRNPF_BGKLV21_22_17570']	ENCLB270SGX	['brenton-graveley:L-HNRNPF_BGKLV21_22_17570']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR392HSJ/rep2_1/ENCSR392HSJ_rep2_1_star_genome.bam
ENCFF506SUC	V19	K562	/targets/HNRNPF-human/	ENCSR392HSJ	['brenton-graveley:HNRNPF_BGKLV21']	ENCBS477JCG	['brenton-graveley:HNRNPF_BGKLV21_22_17570']	ENCLB270SGX	['brenton-graveley:L-HNRNPF_BGKLV21_22_17570']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR392HSJ/rep2_1/ENCSR392HSJ_rep2_1_star_anno.bam
ENCFF083BAK	V19	K562	/targets/HNRNPF-human/	ENCSR392HSJ	['brenton-graveley:HNRNPF_BGKLV21']	ENCBS704YXA	['brenton-graveley:HNRNPF_BGKLV21_21_17569']	ENCLB530ZME	['brenton-graveley:L-HNRNPF_BGKLV21_21_17569']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR392HSJ/rep1_1/ENCSR392HSJ_rep1_1_tophat.bam
ENCFF880SJU	V19	K562	/targets/HNRNPF-human/	ENCSR392HSJ	['brenton-graveley:HNRNPF_BGKLV21']	ENCBS477JCG	['brenton-graveley:HNRNPF_BGKLV21_22_17570']	ENCLB270SGX	['brenton-graveley:L-HNRNPF_BGKLV21_22_17570']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR392HSJ/rep2_1/ENCSR392HSJ_rep2_1_tophat.bam
ENCFF001ZGC		K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS947VKK	['brenton-graveley:BGK0018B-5', 'brenton-graveley:K-PTBP1-1']	ENCLB995SHP	['brenton-graveley:lib-K-PTBP1-1']	/labs/brenton-graveley/	set6/tophat/novel_juncs/K-PTBP1-1/merged.bam
ENCFF001ZGE		K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS494YUP	['brenton-graveley:BGK0018B-6', 'brenton-graveley:K-PTBP1-2']	ENCLB478LKK	['brenton-graveley:lib-K-PTBP1-2']	/labs/brenton-graveley/	set6/tophat/novel_juncs/K-PTBP1-2/merged.bam
ENCFF898JEY	V19	K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS947VKK	['brenton-graveley:BGK0018B-5', 'brenton-graveley:K-PTBP1-1']	ENCLB995SHP	['brenton-graveley:lib-K-PTBP1-1']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR239BCO/rep1_1/ENCSR239BCO_rep1_1_tophat.bam
ENCFF481YPH	V19	K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS494YUP	['brenton-graveley:BGK0018B-6', 'brenton-graveley:K-PTBP1-2']	ENCLB478LKK	['brenton-graveley:lib-K-PTBP1-2']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR239BCO/rep2_1/ENCSR239BCO_rep2_1_tophat.bam
ENCFF575GHP	V19	K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS947VKK	['brenton-graveley:BGK0018B-5', 'brenton-graveley:K-PTBP1-1']	ENCLB995SHP	['brenton-graveley:lib-K-PTBP1-1']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR239BCO/rep1_1/ENCSR239BCO_rep1_1_star_genome.bam
ENCFF254IDD	V19	K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS947VKK	['brenton-graveley:BGK0018B-5', 'brenton-graveley:K-PTBP1-1']	ENCLB995SHP	['brenton-graveley:lib-K-PTBP1-1']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR239BCO/rep1_1/ENCSR239BCO_rep1_1_star_anno.bam
ENCFF400STF	V19	K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS494YUP	['brenton-graveley:BGK0018B-6', 'brenton-graveley:K-PTBP1-2']	ENCLB478LKK	['brenton-graveley:lib-K-PTBP1-2']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR239BCO/rep2_1/ENCSR239BCO_rep2_1_star_genome.bam
ENCFF628RBQ	V19	K562	/targets/PTBP1-human/	ENCSR239BCO	['brenton-graveley:K-PTBP1']	ENCBS494YUP	['brenton-graveley:BGK0018B-6', 'brenton-graveley:K-PTBP1-2']	ENCLB478LKK	['brenton-graveley:lib-K-PTBP1-2']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR239BCO/rep2_1/ENCSR239BCO_rep2_1_star_anno.bam
ENCFF540GDB		HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS743ZMW	['brenton-graveley:PCBP1-BGHLV12-56']	ENCLB261RBD	['brenton-graveley:L-PCBP1-BGHLV12-56']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set12/tophat/novel_juncs/PCBP1-BGHLV12-56/merged.bam
ENCFF182FFM		HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS435NIB	['brenton-graveley:PCBP1-BGHLV12-55']	ENCLB435EJE	['brenton-graveley:L-PCBP1-BGHLV12-55']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set12/tophat/novel_juncs/PCBP1-BGHLV12-55/merged.bam
ENCFF179WXC	V19	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS435NIB	['brenton-graveley:PCBP1-BGHLV12-55']	ENCLB435EJE	['brenton-graveley:L-PCBP1-BGHLV12-55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR635FRH/rep1_1/ENCSR635FRH_rep1_1_tophat.bam
ENCFF321YGV	V19	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS743ZMW	['brenton-graveley:PCBP1-BGHLV12-56']	ENCLB261RBD	['brenton-graveley:L-PCBP1-BGHLV12-56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR635FRH/rep2_1/ENCSR635FRH_rep2_1_tophat.bam
ENCFF463AMS	V19	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS435NIB	['brenton-graveley:PCBP1-BGHLV12-55']	ENCLB435EJE	['brenton-graveley:L-PCBP1-BGHLV12-55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR635FRH/rep1_1/ENCSR635FRH_rep1_1_star_genome.bam
ENCFF820SCB	V19	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS435NIB	['brenton-graveley:PCBP1-BGHLV12-55']	ENCLB435EJE	['brenton-graveley:L-PCBP1-BGHLV12-55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR635FRH/rep1_1/ENCSR635FRH_rep1_1_star_anno.bam
ENCFF174ZQQ	V19	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS743ZMW	['brenton-graveley:PCBP1-BGHLV12-56']	ENCLB261RBD	['brenton-graveley:L-PCBP1-BGHLV12-56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR635FRH/rep2_1/ENCSR635FRH_rep2_1_star_genome.bam
ENCFF989VYY	V19	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS743ZMW	['brenton-graveley:PCBP1-BGHLV12-56']	ENCLB261RBD	['brenton-graveley:L-PCBP1-BGHLV12-56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR635FRH/rep2_1/ENCSR635FRH_rep2_1_star_anno.bam
ENCFF270CWK	V24	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS435NIB	['brenton-graveley:PCBP1-BGHLV12-55']	ENCLB435EJE	['brenton-graveley:L-PCBP1-BGHLV12-55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR635FRH/rep1_1/ENCSR635FRH_rep1_1_tophat.bam
ENCFF986ALP	V24	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS743ZMW	['brenton-graveley:PCBP1-BGHLV12-56']	ENCLB261RBD	['brenton-graveley:L-PCBP1-BGHLV12-56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR635FRH/rep2_1/ENCSR635FRH_rep2_1_tophat.bam
ENCFF918BEC	V24	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS435NIB	['brenton-graveley:PCBP1-BGHLV12-55']	ENCLB435EJE	['brenton-graveley:L-PCBP1-BGHLV12-55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR635FRH/rep1_1/ENCSR635FRH_rep1_1_star_genome.bam
ENCFF055EXW	V24	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS435NIB	['brenton-graveley:PCBP1-BGHLV12-55']	ENCLB435EJE	['brenton-graveley:L-PCBP1-BGHLV12-55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR635FRH/rep1_1/ENCSR635FRH_rep1_1_star_anno.bam
ENCFF656YKZ	V24	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS743ZMW	['brenton-graveley:PCBP1-BGHLV12-56']	ENCLB261RBD	['brenton-graveley:L-PCBP1-BGHLV12-56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR635FRH/rep2_1/ENCSR635FRH_rep2_1_star_genome.bam
ENCFF240PVY	V24	HepG2	/targets/PCBP1-human/	ENCSR635FRH	['brenton-graveley:PCBP1-BGHLV12']	ENCBS743ZMW	['brenton-graveley:PCBP1-BGHLV12-56']	ENCLB261RBD	['brenton-graveley:L-PCBP1-BGHLV12-56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR635FRH/rep2_1/ENCSR635FRH_rep2_1_star_anno.bam
ENCFF967EKC		K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS609MYU	['brenton-graveley:PHF6_BGKLV21_39_17580']	ENCLB461PHZ	['brenton-graveley:L-PHF6_BGKLV21_39_17580']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set21/tophat/novel_juncs/PHF6_BGKLV21_39_17580/merged.bam
ENCFF678GBA		K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS593CFU	['brenton-graveley:PHF6_BGKLV21_40_17581']	ENCLB474UVS	['brenton-graveley:L-PHF6_BGKLV21_40_17581']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set21/tophat/novel_juncs/PHF6_BGKLV21_40_17581/merged.bam
ENCFF138JQO	V19	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS609MYU	['brenton-graveley:PHF6_BGKLV21_39_17580']	ENCLB461PHZ	['brenton-graveley:L-PHF6_BGKLV21_39_17580']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR322XVS/rep1_1/ENCSR322XVS_rep1_1_star_genome.bam
ENCFF172QWT	V19	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS609MYU	['brenton-graveley:PHF6_BGKLV21_39_17580']	ENCLB461PHZ	['brenton-graveley:L-PHF6_BGKLV21_39_17580']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR322XVS/rep1_1/ENCSR322XVS_rep1_1_star_anno.bam
ENCFF340ZEG	V19	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS593CFU	['brenton-graveley:PHF6_BGKLV21_40_17581']	ENCLB474UVS	['brenton-graveley:L-PHF6_BGKLV21_40_17581']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR322XVS/rep2_1/ENCSR322XVS_rep2_1_star_genome.bam
ENCFF630SDT	V19	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS593CFU	['brenton-graveley:PHF6_BGKLV21_40_17581']	ENCLB474UVS	['brenton-graveley:L-PHF6_BGKLV21_40_17581']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR322XVS/rep2_1/ENCSR322XVS_rep2_1_star_anno.bam
ENCFF879SCA	V19	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS609MYU	['brenton-graveley:PHF6_BGKLV21_39_17580']	ENCLB461PHZ	['brenton-graveley:L-PHF6_BGKLV21_39_17580']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR322XVS/rep1_1/ENCSR322XVS_rep1_1_tophat.bam
ENCFF634BGG	V19	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS593CFU	['brenton-graveley:PHF6_BGKLV21_40_17581']	ENCLB474UVS	['brenton-graveley:L-PHF6_BGKLV21_40_17581']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR322XVS/rep2_1/ENCSR322XVS_rep2_1_tophat.bam
ENCFF044SHM	V24	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS593CFU	['brenton-graveley:PHF6_BGKLV21_40_17581']	ENCLB474UVS	['brenton-graveley:L-PHF6_BGKLV21_40_17581']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR322XVS/rep2_1/ENCSR322XVS_rep2_1_tophat.bam
ENCFF525CCL	V24	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS609MYU	['brenton-graveley:PHF6_BGKLV21_39_17580']	ENCLB461PHZ	['brenton-graveley:L-PHF6_BGKLV21_39_17580']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR322XVS/rep1_1/ENCSR322XVS_rep1_1_tophat.bam
ENCFF350YQV	V24	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS609MYU	['brenton-graveley:PHF6_BGKLV21_39_17580']	ENCLB461PHZ	['brenton-graveley:L-PHF6_BGKLV21_39_17580']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR322XVS/rep1_1/ENCSR322XVS_rep1_1_star_genome.bam
ENCFF671UAT	V24	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS609MYU	['brenton-graveley:PHF6_BGKLV21_39_17580']	ENCLB461PHZ	['brenton-graveley:L-PHF6_BGKLV21_39_17580']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR322XVS/rep1_1/ENCSR322XVS_rep1_1_star_anno.bam
ENCFF432OJL	V24	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS593CFU	['brenton-graveley:PHF6_BGKLV21_40_17581']	ENCLB474UVS	['brenton-graveley:L-PHF6_BGKLV21_40_17581']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR322XVS/rep2_1/ENCSR322XVS_rep2_1_star_genome.bam
ENCFF742RVD	V24	K562	/targets/PHF6-human/	ENCSR322XVS	['brenton-graveley:PHF6_BGKLV21']	ENCBS593CFU	['brenton-graveley:PHF6_BGKLV21_40_17581']	ENCLB474UVS	['brenton-graveley:L-PHF6_BGKLV21_40_17581']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR322XVS/rep2_1/ENCSR322XVS_rep2_1_star_anno.bam
ENCFF740AJJ		K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS790YFX	['brenton-graveley:LARP7_BGKLV21_25_17571']	ENCLB889LLU	['brenton-graveley:L-LARP7_BGKLV21_25_17571']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set21/tophat/novel_juncs/LARP7_BGKLV21_25_17571/merged.bam
ENCFF392BKD		K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS058MBJ	['brenton-graveley:LARP7_BGKLV21_26_17572']	ENCLB056CGJ	['brenton-graveley:L-LARP7_BGKLV21_26_17572']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set21/tophat/novel_juncs/LARP7_BGKLV21_26_17572/merged.bam
ENCFF330TDS	V19	K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS790YFX	['brenton-graveley:LARP7_BGKLV21_25_17571']	ENCLB889LLU	['brenton-graveley:L-LARP7_BGKLV21_25_17571']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR770OWW/rep1_1/ENCSR770OWW_rep1_1_star_genome.bam
ENCFF801NZM	V19	K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS790YFX	['brenton-graveley:LARP7_BGKLV21_25_17571']	ENCLB889LLU	['brenton-graveley:L-LARP7_BGKLV21_25_17571']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR770OWW/rep1_1/ENCSR770OWW_rep1_1_star_anno.bam
ENCFF616HGG	V19	K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS058MBJ	['brenton-graveley:LARP7_BGKLV21_26_17572']	ENCLB056CGJ	['brenton-graveley:L-LARP7_BGKLV21_26_17572']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR770OWW/rep2_1/ENCSR770OWW_rep2_1_star_genome.bam
ENCFF535NOZ	V19	K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS058MBJ	['brenton-graveley:LARP7_BGKLV21_26_17572']	ENCLB056CGJ	['brenton-graveley:L-LARP7_BGKLV21_26_17572']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR770OWW/rep2_1/ENCSR770OWW_rep2_1_star_anno.bam
ENCFF328EZV	V19	K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS790YFX	['brenton-graveley:LARP7_BGKLV21_25_17571']	ENCLB889LLU	['brenton-graveley:L-LARP7_BGKLV21_25_17571']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR770OWW/rep1_1/ENCSR770OWW_rep1_1_tophat.bam
ENCFF770AVM	V19	K562	/targets/LARP7-human/	ENCSR770OWW	['brenton-graveley:LARP7_BGKLV21']	ENCBS058MBJ	['brenton-graveley:LARP7_BGKLV21_26_17572']	ENCLB056CGJ	['brenton-graveley:L-LARP7_BGKLV21_26_17572']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR770OWW/rep2_1/ENCSR770OWW_rep2_1_tophat.bam
ENCFF315ITW		K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS388ZVM	['brenton-graveley:FKBP4_BGKLV21_12_17563']	ENCLB277OGZ	['brenton-graveley:L-FKBP4_BGKLV21_12_17563']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set21/tophat/novel_juncs/FKBP4_BGKLV21_12_17563/merged.bam
ENCFF200YZY		K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS714PSX	['brenton-graveley:FKBP4_BGKLV21_11_17562']	ENCLB100BTJ	['brenton-graveley:L-FKBP4_BGKLV21_11_17562']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set21/tophat/novel_juncs/FKBP4_BGKLV21_11_17562/merged.bam
ENCFF352WSU	V19	K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS714PSX	['brenton-graveley:FKBP4_BGKLV21_11_17562']	ENCLB100BTJ	['brenton-graveley:L-FKBP4_BGKLV21_11_17562']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR379VXW/rep1_1/ENCSR379VXW_rep1_1_star_genome.bam
ENCFF721VZL	V19	K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS714PSX	['brenton-graveley:FKBP4_BGKLV21_11_17562']	ENCLB100BTJ	['brenton-graveley:L-FKBP4_BGKLV21_11_17562']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR379VXW/rep1_1/ENCSR379VXW_rep1_1_star_anno.bam
ENCFF201LBK	V19	K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS388ZVM	['brenton-graveley:FKBP4_BGKLV21_12_17563']	ENCLB277OGZ	['brenton-graveley:L-FKBP4_BGKLV21_12_17563']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR379VXW/rep2_1/ENCSR379VXW_rep2_1_star_genome.bam
ENCFF476UDT	V19	K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS388ZVM	['brenton-graveley:FKBP4_BGKLV21_12_17563']	ENCLB277OGZ	['brenton-graveley:L-FKBP4_BGKLV21_12_17563']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR379VXW/rep2_1/ENCSR379VXW_rep2_1_star_anno.bam
ENCFF846KLE	V19	K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS714PSX	['brenton-graveley:FKBP4_BGKLV21_11_17562']	ENCLB100BTJ	['brenton-graveley:L-FKBP4_BGKLV21_11_17562']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR379VXW/rep1_1/ENCSR379VXW_rep1_1_tophat.bam
ENCFF036RKR	V19	K562	/targets/FKBP4-human/	ENCSR379VXW	['brenton-graveley:FKBP4_BGKLV21']	ENCBS388ZVM	['brenton-graveley:FKBP4_BGKLV21_12_17563']	ENCLB277OGZ	['brenton-graveley:L-FKBP4_BGKLV21_12_17563']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR379VXW/rep2_1/ENCSR379VXW_rep2_1_tophat.bam
ENCFF074RKR		HepG2	/targets/ASCC1-human/	ENCSR193FFA	['brenton-graveley:ASCC1-BGHLV12']	ENCBS985WFY	['brenton-graveley:ASCC1-BGHLV12-5']	ENCLB713YAZ	['brenton-graveley:L-ASCC1-BGHLV12-5']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set12/tophat/novel_juncs/ASCC1-BGHLV12-5/merged.bam
ENCFF491BPO		HepG2	/targets/ASCC1-human/	ENCSR193FFA	['brenton-graveley:ASCC1-BGHLV12']	ENCBS869GQP	['brenton-graveley:ASCC--BGHLV12-6']	ENCLB764JNY	['brenton-graveley:L-ASCC--BGHLV12-6']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set12/tophat/novel_juncs/ASCC--BGHLV12-6/merged.bam
ENCFF914MQN	V19	HepG2	/targets/ASCC1-human/	ENCSR193FFA	['brenton-graveley:ASCC1-BGHLV12']	ENCBS985WFY	['brenton-graveley:ASCC1-BGHLV12-5']	ENCLB713YAZ	['brenton-graveley:L-ASCC1-BGHLV12-5']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR193FFA/rep1_1/ENCSR193FFA_rep1_1_tophat.bam
ENCFF066YVB	V19	HepG2	/targets/ASCC1-human/	ENCSR193FFA	['brenton-graveley:ASCC1-BGHLV12']	ENCBS869GQP	['brenton-graveley:ASCC--BGHLV12-6']	ENCLB764JNY	['brenton-graveley:L-ASCC--BGHLV12-6']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR193FFA/rep2_1/ENCSR193FFA_rep2_1_tophat.bam
ENCFF037MOS	V19	HepG2	/targets/ASCC1-human/	ENCSR193FFA	['brenton-graveley:ASCC1-BGHLV12']	ENCBS985WFY	['brenton-graveley:ASCC1-BGHLV12-5']	ENCLB713YAZ	['brenton-graveley:L-ASCC1-BGHLV12-5']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR193FFA/rep1_1/ENCSR193FFA_rep1_1_star_genome.bam
ENCFF542BRX	V19	HepG2	/targets/ASCC1-human/	ENCSR193FFA	['brenton-graveley:ASCC1-BGHLV12']	ENCBS985WFY	['brenton-graveley:ASCC1-BGHLV12-5']	ENCLB713YAZ	['brenton-graveley:L-ASCC1-BGHLV12-5']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR193FFA/rep1_1/ENCSR193FFA_rep1_1_star_anno.bam
ENCFF948YWB	V19	HepG2	/targets/ASCC1-human/	ENCSR193FFA	['brenton-graveley:ASCC1-BGHLV12']	ENCBS869GQP	['brenton-graveley:ASCC--BGHLV12-6']	ENCLB764JNY	['brenton-graveley:L-ASCC--BGHLV12-6']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR193FFA/rep2_1/ENCSR193FFA_rep2_1_star_genome.bam
